 Tweet Text, Information Source, Information Type, Informativeness
RT @gzornick: LAX shooter was pretty clearly an ideological member of the Patriot movement: http://t.co/3A82Gk9lz3,Media,Other Useful Information,Related and informative
131106 LAX Airport - Hoya http://t.co/812aWagWAV (gyujongs_),Not labeled,Not labeled,Not related
TSA Officer Shot and Killed at LAX Airport http://t.co/W7R0IBSFSl,Media,Affected individuals,Related and informative
131106 Woohyun at LAX airport (MiNatwOnnie) http://t.co/TDG2mesCli,Not labeled,Not labeled,Not related
The journey of 400 shoes to Kenya has begun! Our Co-founder and Exec. Director Is at LAX Airport with 7 bags and... http://t.co/LvyDdA1jQL,Not labeled,Not labeled,Not related
"RT @UniteRight: To the people trying to use #Lax to call for #GunControl, here's a report for you on CWP.  http://t.co/q6axouznu1 http://t.…",Outsiders,Other Useful Information,Related - but not informative
RT @wowwh_bias: 131106 Woohyun at LAX airport (MiNatwOnnie) http://t.co/4qcORbvT4d  http://t.co/dNDEfph1a0,Not labeled,Not labeled,Not related
[Preview] 131106 SY @ LAX Airport | cr: yeolline http://t.co/fE472jA3yg,Not labeled,Not labeled,Not applicable
RT @leeseongyeol_th: [Preview] 131106 LAX Airport - seongyeol http://t.co/a34xSpRSL4 http://t.co/OijlnrUOzR (cr.gelli17) // ถึง LA กันเมื่อ…,Not labeled,Not labeled,Not applicable
RT @dancemachine_HY: [Fantaken] HOYA @ 131106 LAX  Airport (cr.Butter)  http://t.co/1cCYqgBO6I,Not labeled,Not labeled,Not related
RT @Bryankorourke: 70 degrees and sunny (@ Los Angeles International Airport (LAX) - @lax_official w/ 126 others) [pic]: http://t.co/LtsKHG…,Not labeled,Not labeled,Not related
RT @Bryankorourke: 70 degrees and sunny (@ Los Angeles International Airport (LAX) - @lax_official w/ 126 others) [pic]: http://t.co/LtsKHG…,Not labeled,Not labeled,Not related
RT @INFINITE_lurvv: 131106 LAX Airport - Sungyeol (xxrinastarxx via InfiniteUpdates) http://t.co/breB92LS9M,Not labeled,Not labeled,Not related
@INFINITE_lurvv: HOYA @ 131106 LAX Airport (cr.gyujongs_ via dancemachine_HY) http://t.co/DKDDI1whiO http://t.co/kErYqryuiH,Not labeled,Not labeled,Not applicable
"RT @disturbthoughts: Eps 28 / Brandon A. Cottrell, Mike Klass &amp; Jim Walters / #LAXShooting, Ongoing #NSA Updates, World Economics /#iTunes …",Media,Other Useful Information,Related and informative
RT @JangDong_TH: [Preview] 131106 LAX Airport :Dongwoo//ถึงเมกาแล้ววววว &gt;0&lt;| (DWhome1122 ) http://t.co/P87cL65VkM,Not labeled,Not labeled,Not applicable
RT @hoyavn1991: [Fantaken] HOYA @ 131106 LAX Airport (cr. XxRiNaStaRxX) http://t.co/ZOuctvy5RC,Not labeled,Not labeled,Not applicable
[FANTAKEN] 131106 LAX airport Woohyun♥ 하이~ (cr:gelli17) -J http://t.co/0i6C5ufSqt,Not labeled,Not labeled,Not related
RT @ABC: LAX Suspect Paul Ciancia Told Officials He Acted Alone in Airport Shooting http://t.co/eUg2GR2vCS,Media,Other Useful Information,Related and informative
RT @dancemachine_HY: [Fantaken] HOYA @ 131106 LAX Airport (cr. XxRiNaStaRxX) http://t.co/8TX6SIHuDU,Not labeled,Not labeled,Not related
"RT @take_back_usa: “@LaydiHD: LAX Shooter Was Registered Democrat , Not Tea Partier” - how do these Democrats keep getting guns?? #teaparty…",Outsiders,Affected individuals,Related and informative
Homeland Security Today: Handguns in Carry-on Bags Get Attention Following LAX Shootings http://t.co/SWraCbt7gO,Media,Other Useful Information,Related and informative
"RT @TWNewsTeam: Siva, Tom, Max - The Wanted making their way through LAX airport http://t.co/NktquAYOai",Media,Not applicable,Related and informative
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 46,Not labeled,Not labeled,Not related
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 65,Not labeled,Not labeled,Not related
RT @rr_ashley: No not yet but hopefully soon @merrick89 #Stealth #LAX #stressingout,Not labeled,Not labeled,Not related
Judge appoints attorney for accused LAX shooter Paul Ciancia over objections from police seeking to interview him http://t.co/QM8kE7oSXB,Media,Other Useful Information,Related and informative
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 88,Not labeled,Not labeled,Not related
[Bombshell] Guess The Political Party Of The LAX Shooter http://t.co/S7NFsfKbdk via @sharethis,Outsiders,Other Useful Information,Related and informative
RT @DeepRed6502: @saniac Captcha: the Web equivalent of LAX airport security.,Not labeled,Not labeled,Not related
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 10,Not labeled,Not labeled,Not applicable
#libros LA LUZ EN LA TORMENTA http://t.co/i86E8eMqJC   http://t.co/GrsqiEfVuC #lax #sf #queleer #vancouver #bizitalk #quebec #montreal #lee,Not labeled,Not labeled,Not applicable
RT @Shodement: Kanye West has pleaded not guilty to misdemeanour charges relating to an incident with a photographer at LAX airport in July…,Not labeled,Not labeled,Not related
Check out one of Hottest new producers in the Game! https://t.co/WD0tCSiu83 #MoneyTeam #music #PeopleChoice #EMAzing #drake #LilWayne #LAX,Not labeled,Not labeled,Not related
@Dstroypowergrid...#NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO...#LAX http://t.co/la3MUCdqIc,Not labeled,Not labeled,Not related
RT @MillaJovovich: #LAX with it boy chrissbrenner throwing some serious #tudeonthestreets http://t.co/iVKGG5mAdI,Not labeled,Not labeled,Not related
RT @megan_kelly_18: Honoured to receive this award. #lax #teamNS http://t.co/iKsOEjXXzW,Not labeled,Not labeled,Not related
How Los Angeles Airport Turned to Twitter During Friday’s Shooting Incident http://t.co/SkXDtLKc6p #socialmedia #biglike @LAX_Official,Media,Other Useful Information,Related and informative
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 22,Not labeled,Not labeled,Not related
"I'm at Los Angeles International Airport (LAX) - @lax_official (Los Angeles, CA) w/ 17 others http://t.co/C5r5f7Blga",Not labeled,Not labeled,Not related
"@EmmaRoseKenney: Airport bound🌝LAX✈️O'Hare  Safe flight, girly as you head to @SHO_Shameless town!  Luv ya!",Not labeled,Not labeled,Not related
http://t.co/nL5fNhNOFO #sale ¯¿¯ ….. MOVING &gt;&gt;N&gt;&gt; DELIVERY ** TRUCK / MOVERS http://t.co/WoMPphV6PF #LAX #losangeles #CA,Not labeled,Not labeled,Not related
RT @railgirl1952: LOL they are a JOKE! SoPoverty Law Center Says LAX Shooter Inspired By “Far-Right Homophobes”… http://t.co/gNy0zFwv6u,Media,Other Useful Information,Related and informative
"Waking up and feeling sore, but hey, it's all worth it! 😁👌💪 #lax #gauchos",Not labeled,Not labeled,Not related
"I'm at Los Angeles International Airport (LAX) - @lax_official (Los Angeles, CA) w/ 178 others http://t.co/ih08bFLndQ",Not labeled,Not labeled,Not related
We're coming  for you!!!!👊👊👊 #Lax is life http://t.co/JsjIxvwtUf,Not labeled,Not labeled,Not related
"LAX shooting: Latest on suspect, victims and warning that may have come too late - ... http://t.co/Y9IyCGlkXV",Media,Other Useful Information,Related and informative
RT @8bit_HORIJUN: サンフランシスコからロスに戻ってきました。そして。。。まもなく、日本へトンボ帰り！ @ Los Angeles International Airport (LAX) http://t.co/tgA0YRzvPa,Not labeled,Not labeled,Not applicable
I'm at Los Angeles International Airport (LAX) - @lax_official w/ @christophechoo http://t.co/f47yS1KQdX,Not labeled,Not labeled,Not related
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 19,Not labeled,Not labeled,Not related
#jobs4u #jobs Seeking Pet Sitter http://t.co/jhv4qtCVrw #LAX #losangeles #CA,Not labeled,Not labeled,Not related
"Live in Los Angeles? Visit Atlanta for only $131 on Monday, December 9. Save $29! #share #flight #deal #LAX #ATL http://t.co/AlxUe7cpux",Not labeled,Not labeled,Not related
http://t.co/nL5fNhNOFO #sale 2011 Jeep Liberty Sport ONLY 11K MIlES AUTO LIKE BRAND NEW $1... http://t.co/ourZe6ECMc #LAX #losangeles #CA,Not labeled,Not labeled,Not related
@91webba @kaatherinewebb back up QB? the guy has the best position in football.  #chills #moss #lax,Not labeled,Not labeled,Not related
LAX shooting suspect upgraded to fair condition http://t.co/AUUa6nTIm1,Media,Affected individuals,Related and informative
